Datetime,P00001,P00002,P00003,P00004,P00005,P00006,P00007,P00008,P00009,P00010,P00011,P00012,P00013,P00014,P00015,P00016
202209080010,2.825443211678832,2.825443211678832,2.825443211678832,2.825443211678832,2.825443211678832,2.825443211678832,2.825443211678832,2.825443211678832,2.825443211678832,2.825443211678832,2.825443211678832,2.825443211678832,2.825443211678832,2.825443211678832,2.825443211678832,2.825443211678832
202209080020,2.8177427737226277,2.817755401459854,2.817755401459854,2.8177538686131385,2.817768102189781,2.817777810218978,2.817755401459854,2.8177681751824815,2.817755401459854,2.817719635036496,2.8177681751824815,2.817755401459854,2.8177427737226277,2.8177681751824815,2.8177916788321165,2.8177135766423356
202209080030,2.809975547445255,2.8100141605839415,2.8100141605839415,2.810011824817518,2.810053138686131,2.8100765693430656,2.8100141605839415,2.810053138686131,2.8100141605839415,2.809905328467153,2.810053138686131,2.8100141605839415,2.809975547445255,2.810053138686131,2.8101256934306567,2.80988700729927
202209080040,2.802139416058394,2.8022171532846714,2.8022171532846714,2.8022154014598537,2.8022957664233576,2.802336131386861,2.8022170802919706,2.802295839416058,2.8022171532846714,2.8019991970802915,2.802295839416058,2.8022171532846714,2.802139416058394,2.802295839416058,2.8024429927007297,2.8019627007299266
202209080050,2.794235547445255,2.794365109489051,2.794365109489051,2.7943654744525546,2.794496715328467,2.794556642335766,2.79436503649635,2.7944967883211675,2.794365109489051,2.794003357664233,2.7944968613138683,2.794365109489051,2.794235620437956,2.7944968613138683,2.79474401459854,2.793943941605839
202209080100,2.786265912408759,2.786459854014598,2.786459854014598,2.786463649635036,2.786657445255474,2.7867394890510946,2.786459416058394,2.786657226277372,2.786459854014598,2.785920145985401,2.7866575912408758,2.786459854014598,2.7862659854014598,2.7866575912408758,2.787030145985401,2.7858354744525546
202209080110,2.778219779411765,2.7784925,2.7784925,2.778501029411765,2.7787711764705882,2.778878455882353,2.778491176470588,2.778770073529412,2.7784925,2.7777360294117646,2.7787713970588235,2.7784925,2.7782198529411763,2.77877125,2.7792984558823526,2.777626102941176
202209080120,2.770066544117647,2.770429044117647,2.770429044117647,2.770443161764706,2.770800441176471,2.7709345588235297,2.770425661764706,2.7707972794117643,2.770429044117647,2.769426470588235,2.770800661764706,2.770429044117647,2.7700666911764706,2.7708001470588237,2.7715048529411765,2.7692971323529414
202209080130,2.7618555147058825,2.7623200000000003,2.7623200000000003,2.7623404411764705,2.762796911764706,2.762960147058824,2.7623129411764706,2.7627900735294117,2.7623200000000003,2.76103875,2.762797058823529,2.7623200000000003,2.761855661764706,2.762795882352941,2.7637035294117647,2.760899411764706
202209080140,2.7535902205882357,2.7541687500000003,2.7541687500000003,2.754195955882353,2.754763823529412,2.754958382352941,2.7541556617647056,2.754750955882353,2.7541687500000003,2.7525767647058825,2.7547637500000004,2.7541687500000003,2.7535904411764704,2.7547612500000005,2.755897279411765,2.7524411764705885
202209080150,2.745274485294118,2.74597875,2.74597875,2.746013235294118,2.746704411764706,2.746932352941177,2.745956838235294,2.7466825,2.74597875,2.7440449264705884,2.746703823529412,2.74597875,2.745274779411765,2.7466991911764707,2.748088676470588,2.7439308088235292
202209080200,2.7369124264705884,2.7377536764705885,2.7377536764705885,2.7377958088235297,2.7386218382352943,2.738885367647059,2.7377195588235295,2.738587573529412,2.7377536764705885,2.7354479411764707,2.738620294117647,2.73775375,2.7369127205882355,2.7386125000000003,2.7402802205882355,2.7353763235294117
202209080210,2.7284971851851854,2.729493555555556,2.729493703703704,2.729544148148148,2.73051955882353,2.730820661764706,2.7294431851851852,2.7304690441176476,2.729493555555556,2.726767185185185,2.730516323529412,2.729493703703704,2.7284974074074078,2.730504191176471,2.7324743382352943,2.7267620000000004
202209080220,2.7199927407407407,2.7211483703703707,2.7211485925925927,2.7212074814814815,2.722344666666667,2.7226879259259262,2.721077851851852,2.7222731111111114,2.7211483703703707,2.7179908148148146,2.722338740740741,2.7211486666666667,2.719992888888889,2.7223207407407406,2.724634,2.718078962962963
202209080230,2.711454740740741,2.7127795555555556,2.712779925925926,2.712847555555556,2.714152814814815,2.714537925925926,2.7126845185185187,2.7140560000000002,2.7127795555555556,2.7091648148148146,2.714142962962963,2.71278,2.711454740740741,2.714117777777778,2.716782592592593,2.7093743703703708
202209080240,2.702887851851852,2.7043908148148152,2.704391481481482,2.7044684444444447,2.7059513333333336,2.706380222222222,2.704266962962963,2.7058245185185186,2.7043908148148152,2.7002946666666667,2.705935925925926,2.704391703703704,2.702887555555556,2.705902074074074,2.708940814814815,2.7006549629629633
202209080250,2.6942964444444444,2.6959861481481484,2.6959872592592595,2.6960740740740743,2.697743481481482,2.698218074074074,2.695828962962963,2.697581851851852,2.6959861481481484,2.691385925925926,2.6977206666666667,2.6959875555555555,2.6942956296296297,2.697676740740741,2.701110740740741,2.6919271851851856
202209080300,2.6856850370370373,2.6875692592592597,2.687570962962963,2.6876682962962968,2.689532666666667,2.690054814814815,2.6873743703703705,2.6893311851851855,2.6875692592592597,2.6824440000000003,2.689500222222222,2.6875714814814815,2.6856834814814814,2.689444740740741,2.6932946666666666,2.683196888888889
202209080310,2.677035970149254,2.6791374626865676,2.6791400000000003,2.67924947761194,2.681322,2.681893481481482,2.678898805970149,2.681075777777778,2.6791374626865676,2.673425447761194,2.681277555555556,2.6791408208955225,2.677033208955224,2.6812092592592593,2.6854946666666666,2.6744282089552236
