Datetime,P00001,P00002,P00003,P00004,P00005,P00006,P00007,P00008,P00009,P00010,P00011,P00012,P00013,P00014,P00015,P00016
202507030010,1.827971754385965,1.827971754385965,1.827971754385965,1.827971754385965,1.827971754385965,1.827971754385965,1.827971754385965,1.827971754385965,1.827971754385965,1.827971754385965,1.827971754385965,1.827971754385965,1.827971754385965,1.827971754385965,1.827971754385965,1.827971754385965
202507030020,1.8324028596187174,1.8325078856152515,1.8324755632582321,1.8324075389948007,1.8324028596187174,1.8324359618717503,1.8324028596187174,1.8324028596187174,1.8324075389948007,1.8324035528596188,1.8324161178509533,1.8322948873483536,1.8328275563258234,1.8322197573656847,1.8322244367417677,1.8327629982668978
202507030030,1.8363556325823225,1.8366344020797227,1.8365402079722704,1.8363697573656848,1.8363556325823225,1.8364376083188907,1.8363558925476602,1.8363556325823225,1.8363697573656848,1.83637287694974,1.8364706239168112,1.8360024263431542,1.837637001733102,1.8358078856152513,1.8358220103986136,1.8372948873483534
202507030040,1.839898266897747,1.8403923743500865,1.8402220970537262,1.8399260831889082,1.839898266897747,1.8400378682842287,1.839901473136915,1.839898786828423,1.8399260831889082,1.8399917677642983,1.8402865684575391,1.8391720103986136,1.8424341421143848,1.8388232235701907,1.8388508665511265,1.841533362218371
202507030050,1.8430789428076257,1.843813431542461,1.8435632582322359,1.8431242634315423,1.8430789428076257,1.843281802426343,1.8430958405545927,1.843083102253033,1.8431242634315423,1.8433587521663777,1.8439641247833622,1.8418675909878683,1.84722712305026,1.8413344020797227,1.8413790294627383,1.8454662911611786
202507030100,1.8459408145580591,1.8469309358752166,1.84660294627383,1.8460068457538994,1.8459408145580591,1.8462107452339689,1.8459949740034662,1.8459576256499133,1.846006932409012,1.846549480069324,1.8475686308492203,1.8441476603119584,1.8520231369150781,1.8434022530329288,1.8434668110918544,1.8491015597920277
202507030110,1.8485229636048528,1.849778076256499,1.849377383015598,1.8486126516464472,1.8485229636048528,1.84886273830156,1.848653466204506,1.8485713171577123,1.8486128249566725,1.849612478336222,1.8511422876949741,1.8460649046793762,1.8568293760831889,1.8450815424610052,1.8451685441941075,1.8524565857885615
202507030120,1.8508616117850953,1.8523871750433276,1.8519198440207973,1.8509772097053727,1.8508616117850953,1.8512728769497402,1.8511223570190642,1.850972616984402,1.8509778162911612,1.8525753899480069,1.8547128249566724,1.8476673310225302,1.8616524263431544,1.8464217504332756,1.846533102253033,1.8555538128249565
202507030130,1.8529896013864817,1.854789081455806,1.8542608318890814,1.8531324956672444,1.8529896013864817,1.853473136915078,1.853447487001733,1.8532077989601388,1.8531344887348353,1.8554532928942808,1.8582987001733102,1.8489980935875217,1.8664977469670712,1.8474679376083187,1.8476051126516466,1.8584167244367418
202507030140,1.854936828422877,1.8570128249566724,1.8564277296360485,1.8551076256499133,1.854936828422877,1.8554923743500868,1.8556685441941076,1.8553199306759098,1.8551123916811092,1.8582550259965338,1.8619116984402078,1.850095493934142,1.8713693240901215,1.8482603986135182,1.848424350086655,1.8610684575389949
202507030150,1.856730329289428,1.8590854419410745,1.8584454072790295,1.856928076256499,1.856730329289428,1.8573564124783362,1.8578197573656845,1.857347746967071,1.8569383882149046,1.8609874350086657,1.8655580589254765,1.8509935008665512,1.8762688041594453,1.8488352686308491,1.8490266031195841,1.8635315424610053
