Datetime,P00001,P00002,P00003,P00004,P00005,P00006,P00007,P00008,P00009,P00010,P00011,P00012,P00013,P00014,P00015,P00016,P00017,P00018,P00019,P00020,P00021,P00022,P00023,P00024,P00025,P00026,P00027,P00028,P00029,P00030,P00031,P00032
202208110010,2.491305359877488,2.491305359877488,2.491305359877488,2.491305359877488,2.491305359877488,2.491305359877488,2.491305359877488,2.491305359877488,2.491305359877488,2.491305359877488,2.491305359877488,2.491305359877488,2.491305359877488,2.491305359877488,2.491305359877488,2.491305359877488,2.491305359877488,2.491305359877488,2.491305359877488,2.491305359877488,2.491305359877488,2.491305359877488,2.491305359877488,2.491305359877488,2.491305359877488,2.491305359877488,2.491305359877488,2.491305359877488,2.491305359877488,2.491305359877488,2.491305359877488,2.491305359877488
202208110020,2.49386921898928,2.494002679938744,2.4941418836140885,2.4939457120980086,2.4940025267993873,2.49435911179173,2.494125497702909,2.49435911179173,2.4941702143950994,2.494007886676876,2.4942157733537518,2.494264471669219,2.4942649310872893,2.494102526799387,2.494325038284839,2.494269142419602,2.494269372128637,2.4941414241960183,2.4940036753445636,2.494117840735069,2.4943844563552835,2.4943844563552835,2.4939562787136293,2.49435911179173,2.4943809341500764,2.494269372128637,2.4939324655436446,2.4941022205206735,2.494125574272588,2.4941258805513016,2.494102297090352,2.494191960183767
202208110030,2.4965053598774882,2.4969438744257273,2.4973948698315462,2.496757427258805,2.496937136294027,2.4981165390505358,2.4973407350689123,2.4981165390505358,2.4974337672281774,2.4969457886676873,2.4976392802450227,2.497801761102603,2.4978104900459415,2.497274808575804,2.497957963246554,2.497816615620214,2.4978173813169984,2.497384686064318,2.4969636294027566,2.49727067381317,2.498201378254211,2.498201301684533,2.496786676875957,2.4981165390505358,2.4981377488514545,2.4978173047473198,2.496750842266462,2.4972642419601834,2.4973410413476262,2.49734180704441,2.497264318529862,2.4975407350689123
202208110040,2.4991875957120975,2.5001356814701374,2.5010702909647775,2.4997342266462477,2.500097013782542,2.5026140122511484,2.500954747320061,2.5026140122511484,2.5010869065849923,2.500104211332312,2.501591424196018,2.50194471669219,2.5019851454823887,2.500858882082695,2.502217534456355,2.5019713629402753,2.50197258805513,2.5010191424196018,2.5002297856049003,2.500742113323124,2.502796094946401,2.5027949464012247,2.4997790964777944,2.50261393568147,2.502566615620214,2.5019721286370595,2.4998094180704435,2.500794180704441,2.50095528330781,2.5009562021439504,2.5007918070444104,2.5013552067381313
202208110050,2.5019013016845326,2.503598774885145,2.505167228177641,2.5028768759571207,2.503471745788667,2.5078620214395095,2.504965467075038,2.5078620214395095,2.505123736600306,2.503471669218989,2.506072434915773,2.5067086523736597,2.5068166921898927,2.5049052067381314,2.507106278713629,2.5067379785604897,2.506739663093415,2.5050178407350687,2.5038552067381317,2.5045163859111788,2.508180857580398,2.508173966309341,2.5029212863705967,2.507860949464012,2.5076486217457883,2.506735987748851,2.50315191424196,2.5046957886676875,2.5049638591117915,2.5049649310872892,2.5046793261868294,2.5056313935681467
202208110100,2.5046376722817763,2.507363016845329,2.509680474732006,2.506185451761102,2.507050995405819,2.5138537519142417,2.5093680704441037,2.5138537519142417,2.5095356814701377,2.507037672281776,2.5110709035222047,2.51210045941807,2.512316615620214,2.5094612557427256,2.512616462480857,2.512108499234303,2.51211056661562,2.5093518376722814,2.5078810872894333,2.508578637059724,2.5143490045941803,2.5143247320061253,2.506202756508422,2.5138486983154666,2.51335911179173,2.5120947166921894,2.50680237366003,2.508977335375191,2.509357120980092,2.5093583460949462,2.5089167687595713,2.510359264931087
202208110110,2.5073920367534455,2.511463552833078,2.514604670750382,2.5096584226646246,2.510824732006125,2.520574196018376,2.5141593415007653,2.520574196018376,2.5143130934150073,2.5107928790199074,2.5165689892802448,2.518122052067381,2.5184850689127103,2.514564854517611,2.518735604900459,2.5180688361408876,2.51807113323124,2.513995329249617,2.5123337672281774,2.512914777947932,2.521284686064318,2.521221669218989,2.5096147013782537,2.520558192955589,2.5196728943338433,2.5180238897396623,2.5107691424196017,2.513651761102603,2.5141226646248085,2.5141242725880546,2.5134925727411943,2.5155269525267987
202208110120,2.5101625574272584,2.515938131699847,2.5199355283307803,2.5132934915773353,2.514784303215926,2.5280060490045937,2.5193386676875953,2.5280060490045937,2.519446324655436,2.514729249617151,2.522546324655436,2.524773200612557,2.5253165390505354,2.52024372128637,2.5254503062787133,2.524603675344563,2.5246058192955583,2.5189266462480853,2.517229555895865,2.517512327718223,2.5289686830015308,2.528834686064318,2.5131495405819293,2.5279661562021434,2.526567381316998,2.524494027565084,2.515051607963246,2.518735834609494,2.519248009188361,2.5192505359877484,2.5183952526799382,2.5211231240428784
202208110130,2.5129495405819293,2.5208228177641647,2.5256701378254207,2.517087901990811,2.5189218223583456,2.5360860182370817,2.5249080398162325,2.5360860182370817,2.524926033690658,2.518839969372128,2.528982465543644,2.532036854103343,2.5327823708206685,2.5265167687595707,2.53272697568389,2.5316853343465042,2.531686474164133,2.524127258805512,2.522578101071975,2.522359877488514,2.5373253799392095,2.5370789513677807,2.5168008422664623,2.5360023556230997,2.533993693009118,2.531463069908814,2.519644716692189,2.5242474732006124,2.524721362940275,2.5247255742725874,2.5236141653905046,2.5271373660030623
202208110140,2.515754058192955,2.526149540581929,2.531792553191489,2.521038361408882,2.5232299387442567,2.54482462006079,2.5308638297872337,2.54482462006079,2.5307374620060785,2.5231189892802446,2.5358128419452886,2.539881155015197,2.540854787234042,2.5333694528875377,2.5405352583586622,2.539267477203647,2.539265881458966,2.5295813935681464,2.528384839203675,2.5274467840735064,2.546377583586626,2.5459642857142852,2.520562710566615,2.544667781155015,2.5419373100303946,2.5388662613981756,2.524541960183767,2.530202127659574,2.530527051671732,2.530534270516717,2.5291392802450225,2.5335329787234038
202208110150,2.5185777947932615,2.5319290273556225,2.538277051671732,2.5251411179173044,2.527701531393568,2.554220516717325,2.5371732522796346,2.554220440729483,2.536835030395136,2.5275603369065847,2.543051063829787,2.5483398176291794,2.5495591185410333,2.5408001519756835,2.548896276595744,2.5473766717325224,2.5473692249240116,2.535234118541033,2.5346161094224917,2.5327416413373856,2.556111094224924,2.555468161094225,2.5244293261868296,2.5539521276595742,2.5504110182370816,2.546715425531915,2.529735758039816,2.5365677811550147,2.536614741641337,2.5366265957446803,2.5349227203647415,2.54030197568389
202208110200,2.5214221286370595,2.538160030395136,2.5451505319148935,2.5293915773353746,2.5323112462006074,2.564253799392097,2.543874924012158,2.5642534954407292,2.543245136778115,2.5321416413373856,2.5506837386018235,2.5574016717325225,2.558881458966565,2.5488309270516716,2.557793161094225,2.555995972644377,2.5559777355623097,2.5411059270516714,2.5412891337386014,2.5382332066869298,2.566499316109422,2.5655553951367778,2.5283947166921896,2.563826519756839,2.559400455927052,2.554980015197568,2.535178115501519,2.543396960486322,2.5430112462006074,2.543030015197568,2.5409822948328267,2.547453951367781
