Datetime,P00001,P00002,P00003,P00004,P00005,P00006,P00007,P00008,P00009,P00010,P00011,P00012,P00013,P00014,P00015,P00016
202208260010,2.7501258088235296,2.7501258088235296,2.7501258088235296,2.7501258088235296,2.7501258088235296,2.7501258088235296,2.7501258088235296,2.7501258088235296,2.7501258088235296,2.7501258088235296,2.7501258088235296,2.7501258088235296,2.7501258088235296,2.7501258088235296,2.7501258088235296,2.7501258088235296
202208260020,2.754452205882353,2.7544218382352943,2.7545005882352944,2.7544158088235298,2.7544068382352944,2.754473161764706,2.754473161764706,2.7544068382352944,2.7544068382352944,2.754473161764706,2.754473161764706,2.754473161764706,2.754473161764706,2.7544068382352944,2.7544068382352944,2.7544671323529415
202208260030,2.758741470588235,2.758654779411765,2.7589008088235296,2.7586361029411766,2.7586080147058825,2.758815294117647,2.758815294117647,2.7586080147058825,2.7586080882352944,2.758815294117647,2.758815367647059,2.7588151470588236,2.758815294117647,2.7586080147058825,2.7586080147058825,2.758796323529412
202208260040,2.7629933088235297,2.7628258088235293,2.763326544117647,2.7627876470588237,2.762730588235294,2.7631533823529413,2.7631534558823527,2.762730588235294,2.7627311764705884,2.7631534558823527,2.7631536029411765,2.7631510294117647,2.7631534558823527,2.762730588235294,2.762730588235294,2.7631145588235295
202208260050,2.767207794117647,2.7669348529411764,2.7677734558823532,2.7668708088235294,2.7667750000000004,2.767485735294118,2.7674864705882354,2.7667750000000004,2.76677830882353,2.7674864705882354,2.7674867647058825,2.7674746323529416,2.7674864705882354,2.7667750000000004,2.766775073529412,2.7674208823529414
202208260100,2.7713851470588233,2.7709817647058825,2.772235367647059,2.7708854411764707,2.770741544117647,2.7718088970588233,2.771812720588235,2.770741544117647,2.7707525,2.7718126470588236,2.771813161764706,2.7717761764705884,2.771812720588235,2.770741544117647,2.770741544117647,2.771713823529412
202208260110,2.7755260294117647,2.7749667647058827,2.7767058088235292,2.7748320588235296,2.774630808823529,2.776118235294118,2.776130955882353,2.774630808823529,2.7746580147058824,2.7761305882352945,2.7761316911764706,2.776045661764706,2.7761310294117645,2.774630808823529,2.774630808823529,2.7759923529411767
202208260120,2.7796310294117643,2.778890294117647,2.7811694890510945,2.7787111764705883,2.778443676470588,2.780404525547445,2.780436715328467,2.77844375,2.778499632352941,2.780435401459854,2.780438102189781,2.7802713868613136,2.7804370072992697,2.77844375,2.7784438970588234,2.780253722627737
202208260130,2.783673722627737,2.7827329927007294,2.7856043795620438,2.7825052554744523,2.7821654744525546,2.7846356934306566,2.7847036496350364,2.782165547445255,2.7822654014598536,2.7847000729927003,2.7847064963503647,2.7844186131386857,2.784704598540146,2.7821654744525546,2.7821662043795614,2.784469927007299
202208260140,2.7876790510948903,2.78650802919708,2.7900284671532845,2.786224890510949,2.785802627737226,2.788832627737226,2.7889581021897807,2.785802700729927,2.785966131386861,2.7889500729927,2.788964233576642,2.788509197080292,2.788960437956204,2.785802627737226,2.7858045985401456,2.788669489051095
